programtime,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
-372.306875705719,5912.0,10376.0,11640.0,216.0,51.0,-292.0,0.9994834505269237,0.019126395162519037,0.004285006416809762,-0.02546864446509746
-372.3147008419037,5852.0,10380.0,11680.0,162.0,52.0,-332.0,0.9979196015187802,0.0335080049525486,0.008832868268476169,-0.054366009112775775
-372.32248520851135,5896.0,10456.0,11536.0,20.0,37.0,-348.0,0.9957096144329758,0.03540852790283105,0.012780145811005448,-0.08452968561717482
-372.3302855491638,5808.0,10408.0,11612.0,-95.0,79.0,-376.0,0.9925480299313805,0.027561900244071184,0.021293276915566154,-0.11677048553666365
-372.3381006717682,5812.0,10268.0,11780.0,-119.0,24.0,-306.0,0.9892659925798174,0.01717560509716777,0.025097762326763928,-0.14292619368332754
-372.3458962440491,5700.0,10332.0,11636.0,-173.0,27.0,-314.0,0.9850725539283279,0.0021392663085896676,0.02982827075261533,-0.16952215578115776
-372.3536891937256,5740.0,10216.0,11760.0,-151.0,-1.0,-312.0,0.9800506381510469,-0.011417348730323743,0.03180041816057017,-0.19585485496282368
-372.36148715019226,5768.0,10072.0,11788.0,-169.0,-29.0,-297.0,0.9744646234873029,-0.026938060365059115,0.03167476582533358,-0.22065753484852418
-372.369282245636,5740.0,9932.0,11772.0,-157.0,-253.0,-303.0,0.9683087522816219,-0.04572834798184882,0.01223676576141505,-0.2452291581548972
-372.3770661354065,5720.0,9940.0,12004.0,-76.0,-20.0,-302.0,0.9612203422010586,-0.05263639339239186,0.010745624492508056,-0.2704984202981366
-372.3848457336426,5676.0,9916.0,11796.0,-71.0,-23.0,-324.0,0.9528793828450606,-0.0591718490436314,0.008779150289045448,-0.29739283876680067
-372.392635345459,5640.0,9888.0,11888.0,-67.0,-21.0,-298.0,0.9444912171212534,-0.06525434980161733,0.007006267596325993,-0.3219147757204538
-372.40818881988525,5508.0,9936.0,11868.0,-49.0,-165.0,-300.0,0.9354697523731785,-0.07384004657250454,-0.007147029806462276,-0.3455327913266407
-372.4160706996918,5424.0,10020.0,11936.0,-38.0,-203.0,-326.0,0.9247506220862448,-0.0825714844920309,-0.02488083377012071,-0.3706739551287483
-372.4238440990448,5408.0,10096.0,11864.0,-61.0,-490.0,-306.0,0.9121779598971427,-0.10230406146136778,-0.06479047030428148,-0.39149386131093444
-372.4316420555115,5408.0,10132.0,11604.0,-82.0,-290.0,-266.0,0.900160389826136,-0.11690736160187096,-0.08759713464156832,-0.4103299689200573
-372.439492225647,5320.0,10136.0,11800.0,-102.0,-273.0,-213.0,0.8889582097155644,-0.1327382900169313,-0.10769975708306201,-0.42489364559490544
-372.4472782611847,5556.0,10044.0,11736.0,-84.0,-285.0,-165.0,0.8787920269427673,-0.14794223095467715,-0.1287347745512833,-0.4350460061915358
-372.45506954193115,5380.0,9956.0,11748.0,-170.0,-497.0,-127.0,0.8652216379674296,-0.1779532070881053,-0.1620255827400253,-0.4398543893355748
-372.46287727355957,5756.0,9820.0,11840.0,-131.0,-173.0,-38.0,0.8591149545622787,-0.19363807645744774,-0.17077026827867894,-0.44188607770028393
-372.4707233905792,5804.0,9772.0,11988.0,-36.0,-225.0,56.0,0.8571262854319195,-0.20553057056898888,-0.18540898744366963,-0.43441365397323656
-372.4785900115967,5828.0,9772.0,12132.0,-239.0,-256.0,127.0,0.8530623163456892,-0.23476987165075114,-0.1932467811895935,-0.4240559790356439
-372.48639392852783,5864.0,9868.0,12280.0,9.0,-1.0,202.0,0.8605764957111138,-0.23723414555548578,-0.1896003118568101,-0.40887623672199214
-372.49423241615295,5928.0,9816.0,11792.0,71.0,-281.0,232.0,0.865227230032678,-0.24536880377796894,-0.20844595112895511,-0.3843517607615361
-372.5020549297333,5924.0,10212.0,11788.0,116.0,-260.0,253.0,0.870997094461697,-0.24952496963866524,-0.226531685880262,-0.3574699235716917
-372.5098478794098,5848.0,10080.0,11868.0,149.0,-267.0,270.0,0.8768472298425396,-0.251436021566554,-0.24552752645505382,-0.32807788149936395
-372.5176248550415,5752.0,10216.0,11528.0,123.0,-196.0,292.0,0.8832615418180497,-0.2534886921632264,-0.25757849392526294,-0.29874044111531306
-372.5254521369934,5776.0,10212.0,11752.0,149.0,-240.0,275.0,0.8878343264058197,-0.2540235461704549,-0.27377851298389,-0.2688262871722946
-372.5332405567169,5748.0,10296.0,11560.0,64.0,-212.0,310.0,0.8910022525922987,-0.2610363607281224,-0.2847269410502793,-0.23854889078219982
-372.541056394577,5808.0,10248.0,11488.0,89.0,-209.0,282.0,0.8933005268789169,-0.26508145886212997,-0.29630142020262346,-0.20964602841762303
