programtime,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
-10812.878286600113,1108.0,-72.0,15988.0,99.0,-75.0,-431.0,0.9992327956215444,0.00861136913388205,-0.006869016170428727,-0.0375829894080201
-10812.893939971924,1264.0,-404.0,15992.0,233.0,-191.0,-411.0,0.9966094390732497,0.028330305794833983,-0.024224939849735286,-0.07334965584752502
-10812.909538269043,1108.0,-436.0,16140.0,212.0,-307.0,-371.0,0.9920285874177148,0.045217263681461964,-0.05137685063987592,-0.10580689972540833
-10812.925217866898,1284.0,-360.0,16648.0,48.0,-485.0,-116.0,0.9876728750518236,0.0450532348486368,-0.0931868052848423,-0.11742536879798932
-10812.940876722336,1424.0,-400.0,16520.0,-127.0,-587.0,216.0,0.9841239625878893,0.02604629403291846,-0.14290433316637569,-0.10198023528966073
-10812.956507205963,1620.0,-552.0,16520.0,-191.0,-488.0,425.0,0.9806087700193051,-0.0001419827232558477,-0.18348619944289393,-0.0688420991554908
-10812.972090959549,1844.0,-776.0,16544.0,-96.0,-280.0,652.0,0.9781943331780033,-0.020503933979370264,-0.2061650927024041,-0.01453924966496718
-10812.987764835358,1868.0,-608.0,16448.0,75.0,-233.0,839.0,0.9724438482258223,-0.029405430484845122,-0.22370438892185351,0.05869096253133757
-10813.003348588943,1740.0,-384.0,16508.0,162.0,-210.0,849.0,0.9615891813392621,-0.031027661421321046,-0.23751527862439517,0.1340523143328293
-10813.018933057785,1868.0,-252.0,16492.0,194.0,-299.0,1015.0,0.9399833197994586,-0.03209843233119209,-0.2561818185312647,0.22309622362263967
-10813.034530162811,1924.0,-240.0,16408.0,213.0,-342.0,766.0,0.9154895931943124,-0.024966468411087493,-0.27688242234328875,0.2908463587623249
-10813.050148010254,2012.0,-380.0,16636.0,155.0,-340.0,739.0,0.8866213339740175,-0.021711765398358694,-0.2974583099209366,0.3534823379525495
-10813.065778017044,1988.0,-468.0,16364.0,201.0,-334.0,656.0,0.8562786090258935,-0.012820539126606545,-0.3148982835080064,0.40922078215175617
-10813.081368684769,1928.0,-368.0,16328.0,201.0,-454.0,710.0,0.8164220775482951,-0.0010648239827820438,-0.33962742794509626,0.46701934395591127
-10813.097001314163,1780.0,-104.0,16208.0,191.0,-624.0,566.0,0.772767996435522,0.021166517358411442,-0.3749424870359922,0.511663691933686
-10813.11260509491,1676.0,112.0,15888.0,138.0,-752.0,341.0,0.7308199285394927,0.05276825517669173,-0.4187815506906544,0.5364137918587376
